Date,Open,High,Low,Close,Adj Close,Volume
2001-02-19,208.192001,208.192001,208.192001,208.192001,208.192001,0
2001-02-20,208.511002,208.511002,208.511002,208.511002,208.511002,0
2001-02-21,207.039993,207.039993,207.039993,207.039993,207.039993,0
2001-02-22,208.037003,208.037003,208.037003,208.037003,208.037003,0
2001-02-23,207.149994,207.149994,207.149994,207.149994,207.149994,0
2001-02-26,208.199005,208.199005,208.199005,208.199005,208.199005,0
2001-02-27,207.908005,207.908005,207.908005,207.908005,207.908005,0
2001-02-28,207.686996,207.686996,207.686996,207.686996,207.686996,0
2001-03-01,202.389008,202.389008,202.389008,202.389008,202.389008,0
2001-03-02,202.716003,202.716003,202.716003,202.716003,202.716003,0
2001-03-05,205.932999,205.932999,205.932999,205.932999,205.932999,0
2001-03-06,210.130005,210.130005,210.130005,210.130005,210.130005,0
2001-03-07,208.802994,208.802994,208.802994,208.802994,208.802994,0
2001-03-08,209.141998,209.141998,209.141998,209.141998,209.141998,0
2001-03-09,207.727005,207.727005,207.727005,207.727005,207.727005,0
2001-03-12,203.347000,203.347000,203.347000,203.347000,203.347000,0
2001-03-13,199.501999,199.501999,199.501999,199.501999,199.501999,0
2001-03-14,193.076004,193.076004,193.076004,193.076004,193.076004,0
2001-03-15,196.537003,196.537003,196.537003,196.537003,196.537003,0
2001-03-16,194.804001,194.804001,194.804001,194.804001,194.804001,0
2001-03-19,192.093994,192.093994,192.093994,192.093994,192.093994,0
2001-03-20,194.755005,194.755005,194.755005,194.755005,194.755005,0
2001-03-21,191.662003,191.662003,191.662003,191.662003,191.662003,0
2001-03-22,185.809998,185.809998,185.809998,185.809998,185.809998,0
2001-03-23,185.162994,185.162994,185.162994,185.162994,185.162994,0
2001-03-26,187.847000,187.847000,187.847000,187.847000,187.847000,0
2001-03-27,190.175003,190.175003,190.175003,190.175003,190.175003,0
2001-03-28,188.695999,188.695999,188.695999,188.695999,188.695999,0
2001-03-29,188.718002,188.718002,188.718002,188.718002,188.718002,0
2001-03-30,191.417999,191.417999,191.417999,191.417999,191.417999,0
2001-04-02,191.063004,191.063004,191.063004,191.063004,191.063004,0
2001-04-03,187.488998,187.488998,187.488998,187.488998,187.488998,0
2001-04-04,186.630005,186.630005,186.630005,186.630005,186.630005,0
2001-04-05,191.070007,191.070007,191.070007,191.070007,191.070007,0
2001-04-06,190.494995,190.494995,190.494995,190.494995,190.494995,0
2001-04-09,190.656006,190.656006,190.656006,190.656006,190.656006,0
2001-04-10,194.270996,194.270996,194.270996,194.270996,194.270996,0
2001-04-11,196.195007,196.195007,196.195007,196.195007,196.195007,0
2001-04-12,null,null,null,null,null,null
2001-04-13,null,null,null,null,null,null
2001-04-16,null,null,null,null,null,null
2001-04-17,194.645004,194.645004,194.645004,194.645004,194.645004,0
2001-04-18,196.490997,196.490997,196.490997,196.490997,196.490997,0
2001-04-19,195.998993,195.998993,195.998993,195.998993,195.998993,0
2001-04-20,195.315002,195.315002,195.315002,195.315002,195.315002,0
2001-04-23,195.794998,195.794998,195.794998,195.794998,195.794998,0
2001-04-24,197.953995,197.953995,197.953995,197.953995,197.953995,0
2001-04-25,197.554993,197.554993,197.554993,197.554993,197.554993,0
2001-04-26,197.779999,197.779999,197.779999,197.779999,197.779999,0
2001-04-27,200.951996,200.951996,200.951996,200.951996,200.951996,0
2001-04-30,202.440002,202.440002,202.440002,202.440002,202.440002,0
2001-05-01,null,null,null,null,null,null
2001-05-02,202.578003,202.578003,202.578003,202.578003,202.578003,0
2001-05-03,200.225998,200.225998,200.225998,200.225998,200.225998,0
2001-05-04,200.578003,200.578003,200.578003,200.578003,200.578003,0
2001-05-07,202.714005,202.714005,202.714005,202.714005,202.714005,0
2001-05-08,203.391006,203.391006,203.391006,203.391006,203.391006,0
2001-05-09,202.585007,202.585007,202.585007,202.585007,202.585007,0
2001-05-10,205.867004,205.867004,205.867004,205.867004,205.867004,0
2001-05-11,206.072006,206.072006,206.072006,206.072006,206.072006,0
2001-05-14,201.531998,201.531998,201.531998,201.531998,201.531998,0
2001-05-15,203.014008,203.014008,203.014008,203.014008,203.014008,0
2001-05-16,200.983002,200.983002,200.983002,200.983002,200.983002,0
2001-05-17,null,null,null,null,null,null
2001-05-18,205.401001,205.401001,205.401001,205.401001,205.401001,0
2001-05-21,209.875000,209.875000,209.875000,209.875000,209.875000,0
2001-05-22,209.649994,209.649994,209.649994,209.649994,209.649994,0
2001-05-23,209.334000,209.334000,209.334000,209.334000,209.334000,0
2001-05-24,null,null,null,null,null,null
2001-05-25,211.395004,211.395004,211.395004,211.395004,211.395004,0
2001-05-28,211.035004,211.035004,211.035004,211.035004,211.035004,0
2001-05-29,208.313004,208.313004,208.313004,208.313004,208.313004,0
2001-05-30,207.074005,207.074005,207.074005,207.074005,207.074005,0
2001-05-31,207.014999,207.014999,207.014999,207.014999,207.014999,0
2001-06-01,207.453995,207.453995,207.453995,207.453995,207.453995,0
2001-06-04,null,null,null,null,null,null
2001-06-05,208.798996,208.798996,208.798996,208.798996,208.798996,0
2001-06-06,208.250000,208.250000,208.250000,208.250000,208.250000,0
2001-06-07,207.421005,207.421005,207.421005,207.421005,207.421005,0
2001-06-08,207.751007,207.751007,207.751007,207.751007,207.751007,0
2001-06-11,205.240005,205.240005,205.240005,205.240005,205.240005,0
2001-06-12,200.796005,200.796005,200.796005,200.796005,200.796005,0
2001-06-13,203.365005,203.365005,203.365005,203.365005,203.365005,0
2001-06-14,199.867996,199.867996,199.867996,199.867996,199.867996,0
2001-06-15,197.714996,197.714996,197.714996,197.714996,197.714996,0
2001-06-18,197.610001,197.610001,197.610001,197.610001,197.610001,0
2001-06-19,198.949005,198.949005,198.949005,198.949005,198.949005,0
2001-06-20,198.216995,198.216995,198.216995,198.216995,198.216995,0
2001-06-21,196.671005,196.671005,196.671005,196.671005,196.671005,0
2001-06-22,197.248001,197.248001,197.248001,197.248001,197.248001,0
2001-06-25,196.893997,196.893997,196.893997,196.893997,196.893997,0
2001-06-26,193.608994,193.608994,193.608994,193.608994,193.608994,0
2001-06-27,193.811996,193.811996,193.811996,193.811996,193.811996,0
2001-06-28,193.175003,193.175003,193.175003,193.175003,193.175003,0
2001-06-29,194.195999,194.195999,194.195999,194.195999,194.195999,0
2001-07-02,195.279007,195.279007,195.279007,195.279007,195.279007,0
2001-07-03,195.369003,195.369003,195.369003,195.369003,195.369003,0
2001-07-04,195.514999,195.514999,195.514999,195.514999,195.514999,0
2001-07-05,194.360992,194.360992,194.360992,194.360992,194.360992,0
2001-07-06,194.320007,194.320007,194.320007,194.320007,194.320007,0
2001-07-09,193.899002,193.899002,193.899002,193.899002,193.899002,0
2001-07-10,192.542007,192.542007,192.542007,192.542007,192.542007,0
2001-07-11,191.649994,191.649994,191.649994,191.649994,191.649994,0
2001-07-12,191.835007,191.835007,191.835007,191.835007,191.835007,0
2001-07-13,188.651993,188.651993,188.651993,188.651993,188.651993,0
2001-07-16,187.207001,187.207001,187.207001,187.207001,187.207001,0
2001-07-17,185.503006,185.503006,185.503006,185.503006,185.503006,0
2001-07-18,184.488007,184.488007,184.488007,184.488007,184.488007,0
2001-07-19,187.197006,187.197006,187.197006,187.197006,187.197006,0
2001-07-20,186.705002,186.705002,186.705002,186.705002,186.705002,0
2001-07-23,188.356995,188.356995,188.356995,188.356995,188.356995,0
2001-07-24,186.100998,186.100998,186.100998,186.100998,186.100998,0
2001-07-25,184.507996,184.507996,184.507996,184.507996,184.507996,0
2001-07-26,186.097000,186.097000,186.097000,186.097000,186.097000,0
2001-07-27,187.809998,187.809998,187.809998,187.809998,187.809998,0
2001-07-30,188.686996,188.686996,188.686996,188.686996,188.686996,0
2001-07-31,189.044006,189.044006,189.044006,189.044006,189.044006,0
2001-08-01,189.195007,189.195007,189.195007,189.195007,189.195007,0
2001-08-02,189.755997,189.755997,189.755997,189.755997,189.755997,0
2001-08-03,189.044006,189.044006,189.044006,189.044006,189.044006,0
2001-08-06,187.632996,187.632996,187.632996,187.632996,187.632996,0
2001-08-07,187.307999,187.307999,187.307999,187.307999,187.307999,0
2001-08-08,186.169998,186.169998,186.169998,186.169998,186.169998,0
2001-08-09,184.899002,184.899002,184.899002,184.899002,184.899002,0
2001-08-10,185.087997,185.087997,185.087997,185.087997,185.087997,0
2001-08-13,185.335007,185.335007,185.335007,185.335007,185.335007,0
2001-08-14,185.164001,185.164001,185.164001,185.164001,185.164001,0
2001-08-15,183.871994,183.871994,183.871994,183.871994,183.871994,0
2001-08-16,183.488007,183.488007,183.488007,183.488007,183.488007,0
2001-08-17,182.311996,182.311996,182.311996,182.311996,182.311996,0
2001-08-20,180.429993,180.429993,180.429993,180.429993,180.429993,0
2001-08-21,181.356995,181.356995,181.356995,181.356995,181.356995,0
2001-08-22,181.869995,181.869995,181.869995,181.869995,181.869995,0
2001-08-23,181.113007,181.113007,181.113007,181.113007,181.113007,0
2001-08-24,182.404999,182.404999,182.404999,182.404999,182.404999,0
2001-08-27,182.093002,182.093002,182.093002,182.093002,182.093002,0
2001-08-28,181.311996,181.311996,181.311996,181.311996,181.311996,0
2001-08-29,179.039001,179.039001,179.039001,179.039001,179.039001,0
2001-08-30,177.973999,177.973999,177.973999,177.973999,177.973999,0
2001-08-31,176.619995,176.619995,176.619995,176.619995,176.619995,0
2001-09-03,175.649994,175.649994,175.649994,175.649994,175.649994,0
2001-09-04,177.050003,177.050003,177.050003,177.050003,177.050003,0
2001-09-05,178.320007,178.320007,178.320007,178.320007,178.320007,0
2001-09-06,177.279999,177.279999,177.279999,177.279999,177.279999,0
2001-09-07,174.509995,174.509995,174.509995,174.509995,174.509995,0
2001-09-10,170.139999,170.139999,170.139999,170.139999,170.139999,0
2001-09-11,170.419998,170.419998,170.419998,170.419998,170.419998,0
2001-09-12,164.300003,164.300003,164.300003,164.300003,164.300003,0
2001-09-13,163.550003,163.550003,163.550003,163.550003,163.550003,0
2001-09-14,160.830002,160.830002,160.830002,160.830002,160.830002,0
2001-09-17,158.949997,158.949997,158.949997,158.949997,158.949997,0
2001-09-18,155.860001,155.860001,155.860001,155.860001,155.860001,0
2001-09-19,150.550003,150.550003,150.550003,150.550003,150.550003,0
2001-09-20,143.149994,143.149994,143.149994,143.149994,143.149994,0
2001-09-21,134.059998,134.059998,134.059998,134.059998,134.059998,0
2001-09-24,140.520004,140.520004,140.520004,140.520004,140.520004,0
2001-09-25,143.119995,143.119995,143.119995,143.119995,143.119995,0
2001-09-26,143.710007,143.710007,143.710007,143.710007,143.710007,0
2001-09-27,144.679993,144.679993,144.679993,144.679993,144.679993,0
2001-09-28,147.080002,147.080002,147.080002,147.080002,147.080002,0
2001-10-01,144.759995,144.759995,144.759995,144.759995,144.759995,0
2001-10-02,144.970001,144.970001,144.970001,144.970001,144.970001,0
2001-10-03,143.570007,143.570007,143.570007,143.570007,143.570007,0
2001-10-04,145.229996,145.229996,145.229996,145.229996,145.229996,0
2001-10-05,143.660004,143.660004,143.660004,143.660004,143.660004,0
2001-10-08,142.080002,142.080002,142.080002,142.080002,142.080002,0
2001-10-09,142.929993,142.929993,142.929993,142.929993,142.929993,0
2001-10-10,143.720001,143.720001,143.720001,143.720001,143.720001,0
2001-10-11,146.990005,146.990005,146.990005,146.990005,146.990005,0
2001-10-12,145.990005,145.990005,145.990005,145.990005,145.990005,0
2001-10-15,143.690002,143.690002,143.690002,143.690002,143.690002,0
2001-10-16,145.089996,145.089996,145.089996,145.089996,145.089996,0
2001-10-17,148.360001,148.360001,148.360001,148.360001,148.360001,0
2001-10-18,145.979996,145.979996,145.979996,145.979996,145.979996,0
2001-10-19,144.449997,144.449997,144.449997,144.449997,144.449997,0
2001-10-22,146.279999,146.279999,146.279999,146.279999,146.279999,0
2001-10-23,148.119995,148.119995,148.119995,148.119995,148.119995,0
2001-10-24,149.380005,149.380005,149.380005,149.380005,149.380005,0
2001-10-25,147.639999,147.639999,147.639999,147.639999,147.639999,0
2001-10-26,150.619995,150.619995,150.619995,150.619995,150.619995,0
2001-10-29,151.250000,151.250000,151.250000,151.250000,151.250000,0
2001-10-30,150.130005,150.130005,150.130005,150.130005,150.130005,0
2001-10-31,150.360001,150.360001,150.360001,150.360001,150.360001,0
2001-11-01,148.690002,148.690002,148.690002,148.690002,148.690002,0
2001-11-02,148.119995,148.119995,148.119995,148.119995,148.119995,0
2001-11-05,150.970001,150.970001,150.970001,150.970001,150.970001,0
2001-11-06,151.669998,151.669998,151.669998,151.669998,151.669998,0
2001-11-07,152.860001,152.860001,152.860001,152.860001,152.860001,0
2001-11-08,154.190002,154.190002,154.190002,154.190002,154.190002,0
2001-11-09,155.610001,155.610001,155.610001,155.610001,155.610001,0
2001-11-12,151.610001,151.610001,151.610001,151.610001,151.610001,0
2001-11-13,155.899994,155.899994,155.899994,155.899994,155.899994,0
2001-11-14,157.559998,157.559998,157.559998,157.559998,157.559998,0
2001-11-15,155.899994,155.899994,155.899994,155.899994,155.899994,0
2001-11-16,156.199997,156.199997,156.199997,156.199997,156.199997,0
2001-11-19,155.929993,155.929993,155.929993,155.929993,155.929993,0
2001-11-20,156.850006,156.850006,156.850006,156.850006,156.850006,0
2001-11-21,155.399994,155.399994,155.399994,155.399994,155.399994,0
2001-11-22,157.240005,157.240005,157.240005,157.240005,157.240005,0
2001-11-23,156.770004,156.770004,156.770004,156.770004,156.770004,0
2001-11-26,157.580002,157.580002,157.580002,157.580002,157.580002,0
2001-11-27,158.139999,158.139999,158.139999,158.139999,158.139999,0
2001-11-28,157.520004,157.520004,157.520004,157.520004,157.520004,0
2001-11-29,157.800003,157.800003,157.800003,157.800003,157.800003,0
2001-11-30,158.889999,158.889999,158.889999,158.889999,158.889999,0
2001-12-03,157.929993,157.929993,157.929993,157.929993,157.929993,0
2001-12-04,159.869995,159.869995,159.869995,159.869995,159.869995,0
2001-12-05,162.320007,162.320007,162.320007,162.320007,162.320007,0
2001-12-06,162.419998,162.419998,162.419998,162.419998,162.419998,0
2001-12-07,161.770004,161.770004,161.770004,161.770004,161.770004,0
2001-12-10,161.259995,161.259995,161.259995,161.259995,161.259995,0
2001-12-11,161.330002,161.330002,161.330002,161.330002,161.330002,0
2001-12-12,162.130005,162.130005,162.130005,162.130005,162.130005,0
2001-12-13,159.619995,159.619995,159.619995,159.619995,159.619995,0
2001-12-14,159.929993,159.929993,159.929993,159.929993,159.929993,0
2001-12-17,158.039993,158.039993,158.039993,158.039993,158.039993,0
2001-12-18,158.389999,158.389999,158.389999,158.389999,158.389999,0
2001-12-19,157.570007,157.570007,157.570007,157.570007,157.570007,0
2001-12-20,159.660004,159.660004,159.660004,159.660004,159.660004,0
2001-12-21,161.449997,161.449997,161.449997,161.449997,161.449997,0
2001-12-24,161.449997,161.449997,161.449997,161.449997,161.449997,0
2001-12-25,161.449997,161.449997,161.449997,161.449997,161.449997,0
2001-12-26,161.449997,161.449997,161.449997,161.449997,161.449997,0
2001-12-27,166.119995,166.119995,166.119995,166.119995,166.119995,0
2001-12-28,167.179993,167.179993,167.179993,167.179993,167.179993,0
2001-12-31,167.179993,167.179993,167.179993,167.179993,167.179993,0
2002-01-01,167.179993,167.179993,167.179993,167.179993,167.179993,0
2002-01-02,167.850006,167.850006,167.850006,167.850006,167.850006,0
2002-01-03,169.789993,169.789993,169.789993,169.789993,169.789993,0
2002-01-04,171.330002,171.330002,171.330002,171.330002,171.330002,0
2002-01-07,170.649994,170.649994,170.649994,170.649994,170.649994,0
2002-01-08,168.529999,168.529999,168.529999,168.529999,168.529999,0
2002-01-09,168.889999,168.889999,168.889999,168.889999,168.889999,0
2002-01-10,168.119995,168.119995,168.119995,168.119995,168.119995,0
2002-01-11,168.100006,168.100006,168.100006,168.100006,168.100006,0
2002-01-14,167.410004,167.410004,167.410004,167.410004,167.410004,0
2002-01-15,163.619995,163.619995,163.619995,163.619995,163.619995,0
2002-01-16,161.289993,161.289993,161.289993,161.289993,161.289993,0
2002-01-17,163.039993,163.039993,163.039993,163.039993,163.039993,0
2002-01-18,161.860001,161.860001,161.860001,161.860001,161.860001,0
2002-01-21,161.699997,161.699997,161.699997,161.699997,161.699997,0
2002-01-22,null,null,null,null,null,null
2002-01-23,161.399994,161.399994,161.399994,161.399994,161.399994,0
2002-01-24,163.660004,163.660004,163.660004,163.660004,163.660004,0
2002-01-25,163.270004,163.270004,163.270004,163.270004,163.270004,0
2002-01-28,164.839996,164.839996,164.839996,164.839996,164.839996,0
2002-01-29,164.710007,164.710007,164.710007,164.710007,164.710007,0
2002-01-30,162.259995,162.259995,162.259995,162.259995,162.259995,0
2002-01-31,163.550003,163.550003,163.550003,163.550003,163.550003,0
2002-02-01,163.949997,163.949997,163.949997,163.949997,163.949997,0
2002-02-04,163.809998,163.809998,163.809998,163.809998,163.809998,0
2002-02-05,161.630005,161.630005,161.630005,161.630005,161.630005,0
2002-02-06,161.750000,161.750000,161.750000,161.750000,161.750000,0
2002-02-07,161.279999,161.279999,161.279999,161.279999,161.279999,0
2002-02-08,160.100006,160.100006,160.100006,160.100006,160.100006,0
2002-02-11,161.119995,161.119995,161.119995,161.119995,161.119995,0
2002-02-12,161.110001,161.110001,161.110001,161.110001,161.110001,0
2002-02-13,162.309998,162.309998,162.309998,162.309998,162.309998,0
2002-02-14,162.919998,162.919998,162.919998,162.919998,162.919998,0
2002-02-15,162.360001,162.360001,162.360001,162.360001,162.360001,0
2002-02-18,161.619995,161.619995,161.619995,161.619995,161.619995,0
2002-02-19,160.399994,160.399994,160.399994,160.399994,160.399994,0
2002-02-20,160.029999,160.029999,160.029999,160.029999,160.029999,0
2002-02-21,160.619995,160.619995,160.619995,160.619995,160.619995,0
2002-02-22,161.940002,161.940002,161.940002,161.940002,161.940002,0
2002-02-25,162.339996,162.339996,162.339996,162.339996,162.339996,0
2002-02-26,163.929993,163.929993,163.929993,163.929993,163.929993,0
2002-02-27,166.039993,166.039993,166.039993,166.039993,166.039993,0
2002-02-28,165.460007,165.460007,165.460007,165.460007,165.460007,0
2002-03-01,165.509995,165.509995,165.509995,165.509995,165.509995,0
2002-03-04,166.899994,166.899994,166.899994,166.899994,166.899994,0
2002-03-05,168.720001,168.720001,168.720001,168.720001,168.720001,0
2002-03-06,168.789993,168.789993,168.789993,168.789993,168.789993,0
2002-03-07,171.899994,171.899994,171.899994,171.899994,171.899994,0
2002-03-08,175.289993,175.289993,175.289993,175.289993,175.289993,0
2002-03-11,174.669998,174.669998,174.669998,174.669998,174.669998,0
2002-03-12,null,null,null,null,null,null
2002-03-13,174.350006,174.350006,174.350006,174.350006,174.350006,0
2002-03-14,174.479996,174.479996,174.479996,174.479996,174.479996,0
2002-03-15,175.470001,175.470001,175.470001,175.470001,175.470001,0
2002-03-18,176.679993,176.679993,176.679993,176.679993,176.679993,0
2002-03-19,178.350006,178.350006,178.350006,178.350006,178.350006,0
2002-03-20,176.220001,176.220001,176.220001,176.220001,176.220001,0
2002-03-21,177.979996,177.979996,177.979996,177.979996,177.979996,0
2002-03-22,177.929993,177.929993,177.929993,177.929993,177.929993,0
2002-03-25,177.690002,177.690002,177.690002,177.690002,177.690002,0
2002-03-26,null,null,null,null,null,null
2002-03-27,179.059998,179.059998,179.059998,179.059998,179.059998,0
2002-03-28,179.059998,179.059998,179.059998,179.059998,179.059998,0
2002-03-29,null,null,null,null,null,null
2002-04-01,null,null,null,null,null,null
2002-04-02,180.059998,180.059998,180.059998,180.059998,180.059998,0
2002-04-03,180.550003,180.550003,180.550003,180.550003,180.550003,0
2002-04-04,176.929993,176.929993,176.929993,176.929993,176.929993,0
2002-04-05,177.500000,177.500000,177.500000,177.500000,177.500000,0
2002-04-08,176.369995,176.369995,176.369995,176.369995,176.369995,0
2002-04-09,176.320007,176.320007,176.320007,176.320007,176.320007,0
2002-04-10,175.050003,175.050003,175.050003,175.050003,175.050003,0
2002-04-11,175.350006,175.350006,175.350006,175.350006,175.350006,0
2002-04-12,175.130005,175.130005,175.130005,175.130005,175.130005,0
2002-04-15,174.880005,174.880005,174.880005,174.880005,174.880005,0
2002-04-16,176.559998,176.559998,176.559998,176.559998,176.559998,0
2002-04-17,177.009995,177.009995,177.009995,177.009995,177.009995,0
2002-04-18,177.850006,177.850006,177.850006,177.850006,177.850006,0
2002-04-19,176.639999,176.639999,176.639999,176.639999,176.639999,0
2002-04-22,175.470001,175.470001,175.470001,175.470001,175.470001,0
2002-04-23,174.419998,174.419998,174.419998,174.419998,174.419998,0
2002-04-24,174.789993,174.789993,174.789993,174.789993,174.789993,0
2002-04-25,171.809998,171.809998,171.809998,171.809998,171.809998,0
2002-04-26,171.339996,171.339996,171.339996,171.339996,171.339996,0
2002-04-29,169.639999,169.639999,169.639999,169.639999,169.639999,0
2002-04-30,170.509995,170.509995,170.509995,170.509995,170.509995,0
2002-05-01,null,null,null,null,null,null
2002-05-02,175.039993,175.039993,175.039993,175.039993,175.039993,0
2002-05-03,174.440002,174.440002,174.440002,174.440002,174.440002,0
2002-05-06,173.110001,173.110001,173.110001,173.110001,173.110001,0
2002-05-07,171.759995,171.759995,171.759995,171.759995,171.759995,0
2002-05-08,174.839996,174.839996,174.839996,174.839996,174.839996,0
2002-05-09,null,null,null,null,null,null
2002-05-10,175.929993,175.929993,175.929993,175.929993,175.929993,0
2002-05-13,175.289993,175.289993,175.289993,175.289993,175.289993,0
2002-05-14,177.860001,177.860001,177.860001,177.860001,177.860001,0
2002-05-15,176.970001,176.970001,176.970001,176.970001,176.970001,0
2002-05-16,178.179993,178.179993,178.179993,178.179993,178.179993,0
2002-05-17,null,null,null,null,null,null
2002-05-20,null,null,null,null,null,null
2002-05-21,177.059998,177.059998,177.059998,177.059998,177.059998,0
2002-05-22,174.100006,174.100006,174.100006,174.100006,174.100006,0
2002-05-23,173.750000,173.750000,173.750000,173.750000,173.750000,0
2002-05-24,172.710007,172.710007,172.710007,172.710007,172.710007,0
2002-05-27,172.139999,172.139999,172.139999,172.139999,172.139999,0
2002-05-28,170.759995,170.759995,170.759995,170.759995,170.759995,0
2002-05-29,166.779999,166.779999,166.779999,166.779999,166.779999,0
2002-05-30,165.759995,165.759995,165.759995,165.759995,165.759995,0
2002-05-31,165.919998,165.919998,165.919998,165.919998,165.919998,0
2002-06-03,164.990005,164.990005,164.990005,164.990005,164.990005,0
2002-06-04,160.410004,160.410004,160.410004,160.410004,160.410004,0
2002-06-05,159.529999,159.529999,159.529999,159.529999,159.529999,0
2002-06-06,160.750000,160.750000,160.750000,160.750000,160.750000,0
2002-06-07,156.919998,156.919998,156.919998,156.919998,156.919998,0
2002-06-10,157.979996,157.979996,157.979996,157.979996,157.979996,0
2002-06-11,160.759995,160.759995,160.759995,160.759995,160.759995,0
2002-06-12,160.410004,160.410004,160.410004,160.410004,160.410004,0
2002-06-13,160.550003,160.550003,160.550003,160.550003,160.550003,0
2002-06-14,null,null,null,null,null,null
2002-06-17,159.589996,159.589996,159.589996,159.589996,159.589996,0
2002-06-18,159.699997,159.699997,159.699997,159.699997,159.699997,0
2002-06-19,158.059998,158.059998,158.059998,158.059998,158.059998,0
2002-06-20,153.619995,153.619995,153.619995,153.619995,153.619995,0
2002-06-21,152.699997,152.699997,152.699997,152.699997,152.699997,0
2002-06-24,149.059998,149.059998,149.059998,149.059998,149.059998,0
2002-06-25,149.809998,149.809998,149.809998,149.809998,149.809998,0
2002-06-26,142.589996,142.589996,142.589996,142.589996,142.589996,0
2002-06-27,147.679993,147.679993,147.679993,147.679993,147.679993,0
2002-06-28,148.449997,148.449997,148.449997,148.449997,148.449997,0
2002-07-01,149.770004,149.770004,149.770004,149.770004,149.770004,0
2002-07-02,148.649994,148.649994,148.649994,148.649994,148.649994,0
2002-07-03,146.059998,146.059998,146.059998,146.059998,146.059998,0
2002-07-04,145.929993,145.929993,145.929993,145.929993,145.929993,0
2002-07-05,148.800003,148.800003,148.800003,148.800003,148.800003,0
2002-07-08,149.520004,149.520004,149.520004,149.520004,149.520004,0
2002-07-09,148.960007,148.960007,148.960007,148.960007,148.960007,0
2002-07-10,147.250000,147.250000,147.250000,147.250000,147.250000,0
2002-07-11,145.279999,145.279999,145.279999,145.279999,145.279999,0
2002-07-12,null,null,null,null,null,null
2002-07-15,143.710007,143.710007,143.710007,143.710007,143.710007,0
2002-07-16,142.460007,142.460007,142.460007,142.460007,142.460007,0
2002-07-17,null,null,null,null,null,null
2002-07-18,145.479996,145.479996,145.479996,145.479996,145.479996,0
2002-07-19,142.330002,142.330002,142.330002,142.330002,142.330002,0
2002-07-22,137.509995,137.509995,137.509995,137.509995,137.509995,0
2002-07-23,133.410004,133.410004,133.410004,133.410004,133.410004,0
2002-07-24,126.080002,126.080002,126.080002,126.080002,126.080002,0
2002-07-25,131.080002,131.080002,131.080002,131.080002,131.080002,0
2002-07-26,131.830002,131.830002,131.830002,131.830002,131.830002,0
2002-07-29,134.360001,134.360001,134.360001,134.360001,134.360001,0
2002-07-30,134.600006,134.600006,134.600006,134.600006,134.600006,0
2002-07-31,136.580002,136.580002,136.580002,136.580002,136.580002,0
2002-08-01,136.710007,136.710007,136.710007,136.710007,136.710007,0
2002-08-02,134.860001,134.860001,134.860001,134.860001,134.860001,0
2002-08-05,130.559998,130.559998,130.559998,130.559998,130.559998,0
2002-08-06,131.669998,131.669998,131.669998,131.669998,131.669998,0
2002-08-07,132.910004,132.910004,132.910004,132.910004,132.910004,0
2002-08-08,134.220001,134.220001,134.220001,134.220001,134.220001,0
